id,comp,question,clean,pos,lemma
14589,0,what determines emancipation in colorado for child support,what determines emancipation in colorado for child support,"['WP', 'VBZ', 'NN', 'IN', 'NNP', 'IN', 'NN', 'NN']","['what', 'determine', 'emancipation', 'in', 'colorado', 'for', 'child', 'support']"
29796,0,What is the password to open an e-Aadhaar card?,what is the password to open an e aadhaar card,"['WP', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'DT', 'NN', 'NN', 'NN']","['what', 'be', 'the', 'password', 'to', 'open', 'a', 'e', 'aadhaar', 'card']"
8606,0,who was prime minister of canada in 2006,who was prime minister of canada in 2006,"['WP', 'VBD', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'CD']","['who', 'be', 'prime', 'minister', 'of', 'canada', 'in', '2006']"
10031,0,where does the road to the white house start,where does the road to the white house start,"['WRB', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN']","['where', 'do', 'the', 'road', 'to', 'the', 'white', 'house', 'start']"
26493,0,"How many credits on Quora is ""a lot""?",how many credits on quora is a lot,"['WRB', 'JJ', 'NNS', 'IN', 'NN', 'VBZ', 'DT', 'NN']","['how', 'many', 'credit', 'on', 'quora', 'be', 'a', 'lot']"
4412,0,is the song stand by me a gospel song,is the song stand by me a gospel song,"['VBZ', 'DT', 'NN', 'VB', 'IN', 'PRP', 'DT', 'NN', 'NN']","['be', 'the', 'song', 'stand', 'by', 'I', 'a', 'gospel', 'song']"
2753,0,what makes the government non democratic in qatar,what makes the government non democratic in qatar,"['WP', 'VBZ', 'DT', 'NN', 'AFX', 'JJ', 'IN', 'NNP']","['what', 'make', 'the', 'government', 'non', 'democratic', 'in', 'qatar']"
29234,0,What is a perfect business to invest 10 lakhs in India?,what is a perfect business to invest 10 lakhs in india,"['WP', 'VBZ', 'DT', 'JJ', 'NN', 'TO', 'VB', 'CD', 'NNS', 'IN', 'NNP']","['what', 'be', 'a', 'perfect', 'business', 'to', 'invest', '10', 'lakh', 'in', 'india']"
18335,0,how many credits is a degree scotland,how many credits is a degree scotland,"['WRB', 'JJ', 'NNS', 'VBZ', 'DT', 'NN', 'NNP']","['how', 'many', 'credit', 'be', 'a', 'degree', 'scotland']"
3765,0,who sings the song during the credits of moana,who sings the song during the credits of moana,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NNS', 'IN', 'NNP']","['who', 'sing', 'the', 'song', 'during', 'the', 'credit', 'of', 'moana']"
11115,0,can a tenant file a mechanics lien,can a tenant file a mechanics lien,"['MD', 'DT', 'NN', 'NN', 'DT', 'NN', 'NN']","['can', 'a', 'tenant', 'file', 'a', 'mechanic', 'lien']"
37208,0,what are cygwin ?,what are cygwin,"['WP', 'VBP', 'NNP']","['what', 'be', 'cygwin']"
29087,0,What does your family tree look like?,what does your family tree look like,"['WP', 'VBZ', 'PRP$', 'NN', 'NN', 'VB', 'IN']","['what', 'do', 'you', 'family', 'tree', 'look', 'like']"
15165,0,how to reboot a ipod,how to reboot a ipod,"['WRB', 'TO', 'VB', 'DT', 'NN']","['how', 'to', 'reboot', 'a', 'ipod']"
25796,0,How do I set up wireless router in Ubuntu 11.10? I want to provide WiFi for my family using my computer.,how do i set up wireless router in ubuntu 11 10 i want to provide wifi for my family using my computer,"['WRB', 'VBP', 'PRP', 'VB', 'RP', 'JJ', 'NN', 'IN', 'NNP', 'CD', 'CD', 'PRP', 'VBP', 'TO', 'VB', 'NN', 'IN', 'PRP$', 'NN', 'VBG', 'PRP$', 'NN']","['how', 'do', 'i', 'set', 'up', 'wireless', 'router', 'in', 'ubuntu', '11', '10', 'i', 'want', 'to', 'provide', 'wifi', 'for', 'my', 'family', 'use', 'my', 'computer']"
9103,0,how many presidents are on the gold dollars,how many presidents are on the gold dollars,"['WRB', 'JJ', 'NNS', 'VBP', 'IN', 'DT', 'NN', 'NNS']","['how', 'many', 'president', 'be', 'on', 'the', 'gold', 'dollar']"
26285,0,How far is GM pig skin to human transplant commercial availability?,how far is gm pig skin to human transplant commercial availability,"['WRB', 'RB', 'VBZ', 'NN', 'NN', 'NN', 'IN', 'JJ', 'NN', 'JJ', 'NN']","['how', 'far', 'be', 'gm', 'pig', 'skin', 'to', 'human', 'transplant', 'commercial', 'availability']"
38128,0,what causes a sterile abscess,what causes a sterile abscess,"['WP', 'VBZ', 'DT', 'JJ', 'NN']","['what', 'cause', 'a', 'sterile', 'abscess']"
27729,0,"Is there a limit to how long a Quora answer can be? If so, how long?",is there a limit to how long a quora answer can be if so how long,"['VBZ', 'EX', 'DT', 'NN', 'IN', 'WRB', 'RB', 'DT', 'NN', 'NN', 'MD', 'VB', 'IN', 'RB', 'WRB', 'RB']","['be', 'there', 'a', 'limit', 'to', 'how', 'long', 'a', 'quora', 'answer', 'can', 'be', 'if', 'so', 'how', 'long']"
40388,0,what does procedural questions mean,what does procedural questions mean,"['WP', 'VBZ', 'JJ', 'NNS', 'VB']","['what', 'do', 'procedural', 'question', 'mean']"
1082,0,what happened in the battle of fort necessity,what happened in the battle of fort necessity,"['WP', 'VBD', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NN']","['what', 'happen', 'in', 'the', 'battle', 'of', 'fort', 'necessity']"
25754,0,How do I recover my deleted pics from app lock?,how do i recover my deleted pics from app lock,"['WRB', 'VBP', 'PRP', 'VB', 'PRP$', 'VBN', 'NNS', 'IN', 'NN', 'NN']","['how', 'do', 'i', 'recover', 'my', 'delete', 'pic', 'from', 'app', 'lock']"
14324,0,what territory is flower mound texas in,what territory is flower mound texas in,"['WDT', 'NN', 'VBZ', 'JJ', 'NN', 'NNP', 'IN']","['what', 'territory', 'be', 'flower', 'mound', 'texas', 'in']"
25985,0,How do you console a distant relative whose younger brother has only a few weeks to live and whose 2 younger siblings have also succumbed to cancer?,how do you console a distant relative whose younger brother has only a few weeks to live and whose 2 younger siblings have also succumbed to cancer,"['WRB', 'VBP', 'PRP', 'VB', 'DT', 'JJ', 'NN', 'WP$', 'JJR', 'NN', 'VBZ', 'RB', 'DT', 'JJ', 'NNS', 'TO', 'VB', 'CC', 'WP$', 'CD', 'JJR', 'NNS', 'VBP', 'RB', 'VBN', 'IN', 'NN']","['how', 'do', 'you', 'console', 'a', 'distant', 'relative', 'whose', 'young', 'brother', 'have', 'only', 'a', 'few', 'week', 'to', 'live', 'and', 'whose', '2', 'young', 'sibling', 'have', 'also', 'succumb', 'to', 'cancer']"
5306,0,who plays carrie bradshaw in the carrie diaries,who plays carrie bradshaw in the carrie diaries,"['WP', 'VBZ', 'NNP', 'NNP', 'IN', 'DT', 'NNP', 'NNS']","['who', 'play', 'carrie', 'bradshaw', 'in', 'the', 'carrie', 'diary']"
18942,0,does prednisone cause loose stools,does prednisone cause loose stools,"['VBZ', 'NN', 'VB', 'JJ', 'NNS']","['do', 'prednisone', 'cause', 'loose', 'stool']"
40048,0,what does in the private sphere mean,what does in the private sphere mean,"['WP', 'VBZ', 'IN', 'DT', 'JJ', 'NN', 'VB']","['what', 'do', 'in', 'the', 'private', 'sphere', 'mean']"
19008,0,what is a newts nich,what is a newts nich,"['WP', 'VBZ', 'DT', 'NNS', 'NN']","['what', 'be', 'a', 'newt', 'nich']"
11032,0,where does waze store saved data,where does waze store saved data,"['WRB', 'VBZ', 'NN', 'NN', 'VBN', 'NN']","['where', 'do', 'waze', 'store', 'save', 'data']"
24709,0,How can I cure my knee pain?,how can i cure my knee pain,"['WRB', 'MD', 'PRP', 'VB', 'PRP$', 'NN', 'NN']","['how', 'can', 'i', 'cure', 'my', 'knee', 'pain']"
18133,0,what are cocktail weiners,what are cocktail weiners,"['WP', 'VBP', 'NN', 'NNS']","['what', 'be', 'cocktail', 'weiner']"
2964,0,'when was the first valentine''s card made',when was the first valentine s card made,"['WRB', 'VBD', 'DT', 'JJ', 'NN', 'POS', 'NN', 'VBN']","['when', 'be', 'the', 'first', 'valentine', ""'s"", 'card', 'make']"
15146,0,how much does a ps4 cost?,how much does a ps4 cost,"['WRB', 'RB', 'VBZ', 'DT', 'NNP', 'NN']","['how', 'much', 'do', 'a', 'ps4', 'cost']"
31497,0,"Why is Chicago called the ""City of Broad Shoulders""?",why is chicago called the city of broad shoulders,"['WRB', 'VBZ', 'NNP', 'VBN', 'DT', 'NN', 'IN', 'JJ', 'NNS']","['why', 'be', 'chicago', 'call', 'the', 'city', 'of', 'broad', 'shoulder']"
3135,0,welsh actor who had theatre named after him,welsh actor who had theatre named after him,"['JJ', 'NN', 'WP', 'VBD', 'NN', 'VBN', 'IN', 'PRP']","['welsh', 'actor', 'who', 'have', 'theatre', 'name', 'after', 'he']"
20141,0,which president is on the 100000 bill,which president is on the 100000 bill,"['WDT', 'NN', 'VBZ', 'IN', 'DT', 'CD', 'NN']","['which', 'president', 'be', 'on', 'the', '100000', 'bill']"
31568,0,Why is pineapple on pizza so controversial?,why is pineapple on pizza so controversial,"['WRB', 'VBZ', 'NN', 'IN', 'NN', 'RB', 'JJ']","['why', 'be', 'pineapple', 'on', 'pizza', 'so', 'controversial']"
23443,1,What are the pros and cons of Magic Jack?,what are the pros and cons of magic jack,"['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'NN', 'NN']","['what', 'be', 'the', 'pro', 'and', 'con', 'of', 'magic', 'jack']"
27308,0,Is a slug a mollusk?,is a slug a mollusk,"['VBZ', 'DT', 'NN', 'DT', 'NN']","['be', 'a', 'slug', 'a', 'mollusk']"
25593,0,How do I hide apps in MIUI?,how do i hide apps in miui,"['WRB', 'VBP', 'PRP', 'VB', 'NNS', 'IN', 'NNP']","['how', 'do', 'i', 'hide', 'apps', 'in', 'miui']"
16161,0,what is holland,what is holland,"['WP', 'VBZ', 'NNP']","['what', 'be', 'holland']"
24523,0,Has the American Republican Party become a cult?,has the american republican party become a cult,"['VBZ', 'DT', 'JJ', 'JJ', 'NN', 'VB', 'DT', 'NN']","['have', 'the', 'american', 'republican', 'party', 'become', 'a', 'cult']"
29618,0,What is the colour of human egg?,what is the colour of human egg,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'JJ', 'NN']","['what', 'be', 'the', 'colour', 'of', 'human', 'egg']"
23237,1,What is the kindest thing you have ever done for a stranger?,what is the kindest thing you have ever done for a stranger,"['WP', 'VBZ', 'DT', 'JJS', 'NN', 'PRP', 'VBP', 'RB', 'VBN', 'IN', 'DT', 'NN']","['what', 'be', 'the', 'kindest', 'thing', 'you', 'have', 'ever', 'do', 'for', 'a', 'stranger']"
23023,1,What is the difference between a static and dynamic system?,what is the difference between a static and dynamic system,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'JJ', 'CC', 'JJ', 'NN']","['what', 'be', 'the', 'difference', 'between', 'a', 'static', 'and', 'dynamic', 'system']"
14428,0,does columbia area mental health have payees,does columbia area mental health have payees,"['VBZ', 'NNP', 'NN', 'JJ', 'NN', 'VB', 'NNS']","['do', 'columbia', 'area', 'mental', 'health', 'have', 'paye']"
22409,1,What country has the best healthcare system in the world?,what country has the best healthcare system in the world,"['WDT', 'NN', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'DT', 'NN']","['what', 'country', 'have', 'the', 'best', 'healthcare', 'system', 'in', 'the', 'world']"
11772,0,when does applied bank send info to the credit reports,when does applied bank send info to the credit reports,"['WRB', 'VBZ', 'VBN', 'NN', 'VB', 'NN', 'IN', 'DT', 'NN', 'NNS']","['when', 'do', 'apply', 'bank', 'send', 'info', 'to', 'the', 'credit', 'report']"
25828,0,How do I stay motivated?,how do i stay motivated,"['WRB', 'VBP', 'PRP', 'VB', 'JJ']","['how', 'do', 'i', 'stay', 'motivate']"
13294,0,what are padrinos,what are padrinos,"['WP', 'VBP', 'NNPS']","['what', 'be', 'padrinos']"
39447,0,what does a municipal court cover in a city,what does a municipal court cover in a city,"['WP', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN']","['what', 'do', 'a', 'municipal', 'court', 'cover', 'in', 'a', 'city']"
18678,0,how much does it cost to rent a hospital room for health program,how much does it cost to rent a hospital room for health program,"['WRB', 'JJ', 'VBZ', 'PRP', 'VB', 'TO', 'VB', 'DT', 'NN', 'NN', 'IN', 'NN', 'NN']","['how', 'much', 'do', 'it', 'cost', 'to', 'rent', 'a', 'hospital', 'room', 'for', 'health', 'program']"
38044,0,what can i take for nausea and vomiting,what can i take for nausea and vomiting,"['WP', 'MD', 'PRP', 'VB', 'IN', 'NN', 'CC', 'NN']","['what', 'can', 'i', 'take', 'for', 'nausea', 'and', 'vomit']"
1789,0,where was the movie passion of christ filmed,where was the movie passion of christ filmed,"['WRB', 'VBD', 'DT', 'NN', 'NN', 'IN', 'NNP', 'VBN']","['where', 'be', 'the', 'movie', 'passion', 'of', 'christ', 'film']"
31505,0,Why is e important in mathematics?,why is e important in mathematics,"['WRB', 'VBZ', 'RB', 'JJ', 'IN', 'NN']","['why', 'be', 'e', 'important', 'in', 'mathematics']"
27783,0,Is there any law that prohibits a naval officer from wearing uniform in witness box as shown in Rustom?,is there any law that prohibits a naval officer from wearing uniform in witness box as shown in rustom,"['VBZ', 'EX', 'DT', 'NN', 'WDT', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'VBG', 'NN', 'IN', 'NN', 'NN', 'IN', 'VBN', 'IN', 'NNP']","['be', 'there', 'any', 'law', 'that', 'prohibit', 'a', 'naval', 'officer', 'from', 'wear', 'uniform', 'in', 'witness', 'box', 'as', 'show', 'in', 'rustom']"
3441,0,who wrote the song pain in my heart,who wrote the song pain in my heart,"['WP', 'VBD', 'DT', 'NN', 'NN', 'IN', 'PRP$', 'NN']","['who', 'write', 'the', 'song', 'pain', 'in', 'my', 'heart']"
38832,0,what county is tioga texas in,what county is tioga texas in,"['WDT', 'NN', 'VBZ', 'NNP', 'NNP', 'IN']","['what', 'county', 'be', 'tioga', 'texas', 'in']"
38179,0,what causes fingers to swell at night,what causes fingers to swell at night,"['WP', 'VBZ', 'NNS', 'TO', 'VB', 'IN', 'NN']","['what', 'cause', 'finger', 'to', 'swell', 'at', 'night']"
8312,0,when does law of diminishing returns set in,when does law of diminishing returns set in,"['WRB', 'VBZ', 'NN', 'IN', 'VBG', 'NNS', 'VBN', 'RP']","['when', 'do', 'law', 'of', 'diminish', 'return', 'set', 'in']"
11139,0,how many square feet in a square mile,how many square feet in a square mile,"['WRB', 'JJ', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN']","['how', 'many', 'square', 'foot', 'in', 'a', 'square', 'mile']"
31736,0,Will I need braces for malocclusion?,will i need braces for malocclusion,"['MD', 'PRP', 'VB', 'NNS', 'IN', 'NN']","['will', 'i', 'need', 'brace', 'for', 'malocclusion']"
4891,0,when was the employment non discrimination act passed,when was the employment non discrimination act passed,"['WRB', 'VBD', 'DT', 'NN', 'NN', 'NN', 'NN', 'VBN']","['when', 'be', 'the', 'employment', 'non', 'discrimination', 'act', 'pass']"
29520,0,What is performance number?,what is performance number,"['WP', 'VBZ', 'NN', 'NN']","['what', 'be', 'performance', 'number']"
39677,0,what does bounce on a wedge mean,what does bounce on a wedge mean,"['WP', 'VBZ', 'VB', 'IN', 'DT', 'NN', 'VB']","['what', 'do', 'bounce', 'on', 'a', 'wedge', 'mean']"
28370,0,What are some options to add video chat to my web application?,what are some options to add video chat to my web application,"['WP', 'VBP', 'DT', 'NNS', 'TO', 'VB', 'NN', 'NN', 'IN', 'PRP$', 'NN', 'NN']","['what', 'be', 'some', 'option', 'to', 'add', 'video', 'chat', 'to', 'my', 'web', 'application']"
11712,0,how much sugar does mexico consume,how much sugar does mexico consume,"['WRB', 'JJ', 'NN', 'VBZ', 'NNP', 'VB']","['how', 'much', 'sugar', 'do', 'mexico', 'consume']"
16081,0,how much is a pound of italian sausage,how much is a pound of italian sausage,"['WRB', 'JJ', 'VBZ', 'DT', 'NN', 'IN', 'JJ', 'NN']","['how', 'much', 'be', 'a', 'pound', 'of', 'italian', 'sausage']"
5647,0,which theorist is associated with the concepts of me and i,which theorist is associated with the concepts of me and i,"['WDT', 'NN', 'VBZ', 'VBN', 'IN', 'DT', 'NNS', 'IN', 'PRP', 'CC', 'CD']","['which', 'theorist', 'be', 'associate', 'with', 'the', 'concept', 'of', 'I', 'and', 'i']"
37765,0,what are the three levels of government and why do we have checks and balances,what are the three levels of government and why do we have checks and balances,"['WP', 'VBP', 'DT', 'CD', 'NNS', 'IN', 'NN', 'CC', 'WRB', 'VBP', 'PRP', 'VB', 'NNS', 'CC', 'NNS']","['what', 'be', 'the', 'three', 'level', 'of', 'government', 'and', 'why', 'do', 'we', 'have', 'check', 'and', 'balance']"
30932,0,Why are employees of Google and other tech giants paid in stocks?,why are employees of google and other tech giants paid in stocks,"['WRB', 'VBP', 'NNS', 'IN', 'NNP', 'CC', 'JJ', 'NN', 'NNS', 'VBN', 'IN', 'NNS']","['why', 'be', 'employee', 'of', 'google', 'and', 'other', 'tech', 'giant', 'pay', 'in', 'stock']"
39778,0,what does ct scan mean,what does ct scan mean,"['WP', 'VBZ', 'NNP', 'VB', 'VB']","['what', 'do', 'ct', 'scan', 'mean']"
27374,0,Is Gatorade a good hangover cure?,is gatorade a good hangover cure,"['VBZ', 'NN', 'DT', 'JJ', 'NN', 'NN']","['be', 'gatorade', 'a', 'good', 'hangover', 'cure']"
14995,0,what year did land before time cartoon,what year did land before time cartoon,"['WDT', 'NN', 'VBD', 'NN', 'IN', 'NN', 'NN']","['what', 'year', 'do', 'land', 'before', 'time', 'cartoon']"
9557,0,how long does an open tin of dip last,how long does an open tin of dip last,"['WRB', 'RB', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NN', 'JJ']","['how', 'long', 'do', 'a', 'open', 'tin', 'of', 'dip', 'last']"
19522,0,how to replace drivers side exterior door lock 2005 f150,how to replace drivers side exterior door lock 2005 f150,"['WRB', 'TO', 'VB', 'NNS', 'NN', 'NN', 'NN', 'NN', 'CD', 'NNP', 'CD']","['how', 'to', 'replace', 'driver', 'side', 'exterior', 'door', 'lock', '2005', 'for', '150']"
25518,0,How do I get Kim Kardashians body?,how do i get kim kardashians body,"['WRB', 'VBP', 'PRP', 'VB', 'NNP', 'NNPS', 'NN']","['how', 'do', 'i', 'get', 'kim', 'kardashians', 'body']"
10054,0,is there a stand your ground law in canada,is there a stand your ground law in canada,"['VBZ', 'EX', 'DT', 'NN', 'PRP$', 'NN', 'NN', 'IN', 'NNP']","['be', 'there', 'a', 'stand', 'you', 'ground', 'law', 'in', 'canada']"
36668,0,how much weight is a male puma weigh,how much weight is a male puma weigh,"['WRB', 'JJ', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'NN']","['how', 'much', 'weight', 'be', 'a', 'male', 'puma', 'weigh']"
27072,0,"I'm a guy. If I have sex with a transgender man, am I gay?",i m a guy if i have sex with a transgender man am i gay,"['PRP', 'VBP', 'DT', 'NN', 'IN', 'PRP', 'VBP', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN', 'PRP', 'JJ']","['i', 'be', 'a', 'guy', 'if', 'i', 'have', 'sex', 'with', 'a', 'transgender', 'man', 'am', 'i', 'gay']"
29787,0,What is the nutrition for the mind?,what is the nutrition for the mind,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN']","['what', 'be', 'the', 'nutrition', 'for', 'the', 'mind']"
25452,0,How do I eat more food?,how do i eat more food,"['WRB', 'VBP', 'PRP', 'VB', 'JJR', 'NN']","['how', 'do', 'i', 'eat', 'more', 'food']"
11550,0,what does puma mean,what does puma mean,"['WP', 'VBZ', 'NNP', 'VB']","['what', 'do', 'puma', 'mean']"
8709,0,when does amazon make a decision on hq2,when does amazon make a decision on hq2,"['WRB', 'VBZ', 'NNP', 'VB', 'DT', 'NN', 'IN', 'NNP']","['when', 'do', 'amazon', 'make', 'a', 'decision', 'on', 'hq2']"
29170,0,What if we injected dengue virus into cancerous tumor? Can both kill each other?,what if we injected dengue virus into cancerous tumor can both kill each other,"['WP', 'IN', 'PRP', 'VBD', 'NN', 'NN', 'IN', 'JJ', 'NN', 'MD', 'CC', 'VB', 'DT', 'JJ']","['what', 'if', 'we', 'inject', 'dengue', 'virus', 'into', 'cancerous', 'tumor', 'can', 'both', 'kill', 'each', 'other']"
8931,0,'who sings the song i hear the secrets that you keep when you''re talking in your sleep',who sings the song i hear the secrets that you keep when you re talking in your sleep,"['WP', 'VBZ', 'DT', 'NN', 'PRP', 'VBP', 'DT', 'NNS', 'WDT', 'PRP', 'VBP', 'WRB', 'PRP', 'VBP', 'VBG', 'IN', 'PRP$', 'NN']","['who', 'sing', 'the', 'song', 'i', 'hear', 'the', 'secret', 'that', 'you', 'keep', 'when', 'you', 'be', 'talk', 'in', 'you', 'sleep']"
22819,1,Which is the best college or university in Canada for studying masters or PG diploma in electrical engineering?,which is the best college or university in canada for studying masters or pg diploma in electrical engineering,"['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'CC', 'NN', 'IN', 'NNP', 'IN', 'VBG', 'NNS', 'CC', 'NN', 'NN', 'IN', 'JJ', 'NN']","['which', 'be', 'the', 'best', 'college', 'or', 'university', 'in', 'canada', 'for', 'study', 'master', 'or', 'pg', 'diploma', 'in', 'electrical', 'engineering']"
16173,0,how much gst is levied by vodafone,how much gst is levied by vodafone,"['WRB', 'JJ', 'NN', 'VBZ', 'VBN', 'IN', 'NNP']","['how', 'much', 'gst', 'be', 'leve', 'by', 'vodafone']"
12875,0,what is nvr security system,what is nvr security system,"['WP', 'VBZ', 'NN', 'NN', 'NN']","['what', 'be', 'nvr', 'security', 'system']"
20109,0,how long has obama been president,how long has obama been president,"['WRB', 'RB', 'VBZ', 'NNP', 'VBN', 'NN']","['how', 'long', 'have', 'obama', 'be', 'president']"
14202,0,how to properly maintain hardwood floors,how to properly maintain hardwood floors,"['WRB', 'TO', 'RB', 'VB', 'NN', 'NNS']","['how', 'to', 'properly', 'maintain', 'hardwood', 'floor']"
3105,0,who sings with rihanna in love on the brain,who sings with rihanna in love on the brain,"['WP', 'VBZ', 'IN', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN']","['who', 'sing', 'with', 'rihanna', 'in', 'love', 'on', 'the', 'brain']"
15713,0,how many miles is powers lake in woodbury,how many miles is powers lake in woodbury,"['WRB', 'JJ', 'NNS', 'VBZ', 'NNS', 'NN', 'IN', 'NNP']","['how', 'many', 'mile', 'be', 'power', 'lake', 'in', 'woodbury']"
8994,0,when is suits season 7 going to be on netflix,when is suits season 7 going to be on netflix,"['WRB', 'VBZ', 'NNS', 'NN', 'CD', 'VBG', 'TO', 'VB', 'IN', 'NNP']","['when', 'be', 'suit', 'season', '7', 'go', 'to', 'be', 'on', 'netflix']"
17149,0,what does tendency,what does tendency,"['WP', 'VBZ', 'NN']","['what', 'do', 'tendency']"
24049,0,Can Wolverine be killed by drowning?,can wolverine be killed by drowning,"['MD', 'NNP', 'VB', 'VBN', 'IN', 'NN']","['can', 'wolverine', 'be', 'kill', 'by', 'drown']"
36651,0,how old is mark harmon,how old is mark harmon,"['WRB', 'JJ', 'VBZ', 'NNP', 'NNP']","['how', 'old', 'be', 'mark', 'harmon']"
21900,1,What are some good examples of event advertisements?,what are some good examples of event advertisements,"['WP', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'NN', 'NNS']","['what', 'be', 'some', 'good', 'example', 'of', 'event', 'advertisement']"
16897,1,are split genes primarily found in prokaryotes,are split genes primarily found in prokaryotes,"['VBP', 'JJ', 'NNS', 'RB', 'VBN', 'IN', 'NNS']","['be', 'split', 'gene', 'primarily', 'find', 'in', 'prokaryote']"
6684,0,what is the meaning of the colours on south african flag,what is the meaning of the colours on south african flag,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NNS', 'IN', 'JJ', 'JJ', 'NN']","['what', 'be', 'the', 'meaning', 'of', 'the', 'colour', 'on', 'south', 'african', 'flag']"
24700,0,How can I convince my girlfriend to wear at least basic makeup on a daily basis? She's sweet but without makeup I don't find her attractive,how can i convince my girlfriend to wear at least basic makeup on a daily basis she s sweet but without makeup i don t find her attractive,"['WRB', 'MD', 'PRP', 'VB', 'PRP$', 'NN', 'TO', 'VB', 'RB', 'RBS', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'PRP', 'VBZ', 'JJ', 'CC', 'IN', 'NN', 'PRP', 'VBP', 'TO', 'VB', 'PRP', 'JJ']","['how', 'can', 'i', 'convince', 'my', 'girlfriend', 'to', 'wear', 'at', 'least', 'basic', 'makeup', 'on', 'a', 'daily', 'basis', 'she', 'be', 'sweet', 'but', 'without', 'makeup', 'i', 'don', 't', 'find', 'she', 'attractive']"
8024,0,where is the olfactory nerve located in the brain,where is the olfactory nerve located in the brain,"['WRB', 'VBZ', 'DT', 'JJ', 'NN', 'VBN', 'IN', 'DT', 'NN']","['where', 'be', 'the', 'olfactory', 'nerve', 'locate', 'in', 'the', 'brain']"
2481,0,who led the english ships in the spanish armada,who led the english ships in the spanish armada,"['WP', 'VBD', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN']","['who', 'lead', 'the', 'english', 'ship', 'in', 'the', 'spanish', 'armada']"
19366,0,what causes micropenis,what causes micropenis,"['WP', 'VBZ', 'NNP']","['what', 'cause', 'micropenis']"
23320,1,What are the most surreal places to visit?,what are the most surreal places to visit,"['WP', 'VBP', 'DT', 'RBS', 'JJ', 'NNS', 'TO', 'VB']","['what', 'be', 'the', 'most', 'surreal', 'place', 'to', 'visit']"
6214,0,what was the name of the typhoon in japan,what was the name of the typhoon in japan,"['WP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP']","['what', 'be', 'the', 'name', 'of', 'the', 'typhoon', 'in', 'japan']"
31229,0,Why do people write their own answers as a comment and not realize it?,why do people write their own answers as a comment and not realize it,"['WRB', 'VBP', 'NNS', 'VBP', 'PRP$', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'CC', 'RB', 'VB', 'PRP']","['why', 'do', 'people', 'write', 'they', 'own', 'answer', 'as', 'a', 'comment', 'and', 'not', 'realize', 'it']"
31344,0,Why does he always asks about my kids?,why does he always asks about my kids,"['WRB', 'VBZ', 'PRP', 'RB', 'VBZ', 'IN', 'PRP$', 'NNS']","['why', 'do', 'he', 'always', 'ask', 'about', 'my', 'kid']"
30200,0,"What should I do when a girl likes me, but I don't like her while the girl I do like doesn't like me that way?",what should i do when a girl likes me but i don t like her while the girl i do like doesn t like me that way,"['WP', 'MD', 'PRP', 'VB', 'WRB', 'DT', 'NN', 'VBZ', 'PRP', 'CC', 'PRP', 'VBP', 'NNP', 'IN', 'PRP', 'IN', 'DT', 'NN', 'PRP', 'VBP', 'VB', 'VBZ', 'NNP', 'IN', 'PRP', 'DT', 'NN']","['what', 'should', 'i', 'do', 'when', 'a', 'girl', 'like', 'I', 'but', 'i', 'don', 't', 'like', 'she', 'while', 'the', 'girl', 'i', 'do', 'like', 'doesn', 't', 'like', 'I', 'that', 'way']"
23393,1,Which is the most famous Private Function DJ in Sydney?,which is the most famous private function dj in sydney,"['WDT', 'VBZ', 'DT', 'RBS', 'JJ', 'JJ', 'NN', 'NN', 'IN', 'NNP']","['which', 'be', 'the', 'most', 'famous', 'private', 'function', 'dj', 'in', 'sydney']"
22631,1,What is the best way to market an online ecommerce website selling video games?,what is the best way to market an online ecommerce website selling video games,"['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN', 'VBG', 'NN', 'NNS']","['what', 'be', 'the', 'best', 'way', 'to', 'market', 'a', 'online', 'ecommerce', 'website', 'sell', 'video', 'game']"
